client,street,city,zip,sales_2017,sales_2018,address,tier,sales_potential,trend,h1_2018,h1_2019,lat,lon,account_owner,inpex_mah
Client example 1159,,,,,"34,552",example address 1159,Tier 3,,Major Loss (-49 to -20),"21,901","12,527",39.0356306,-84.7313742,Owner example 1159,type 1
Client example 1160,,,,,,example address 1160,,Moderate,Extreme Growth (50+),,660,44.698973,-84.724837,Owner example 1160,type 2
Client example 1161,,,,617,"1,655",example address 1161,Tier 4,High,Major Loss (-49 to -20),615,338,44.034231,-84.7224949,Owner example 1161,type 2
Client example 1162,,,,,"7,975",example address 1162,Tier 4,,Extreme Growth (50+),"3,198","7,898",38.0590433,-84.7154023,Owner example 1162,type 1
Client example 1163,,,,67,,example address 1163,,,,,,45.0261452,-84.7031123,Owner example 1163,type 2
Client example 1164,,,,83,505,example address 1164,,,Extreme Loss (-50+),463,,45.0424243,-84.6791174,Owner example 1164,type 2
Client example 1165,,,,20,,example address 1165,,,,,,39.0021417,-84.6741867,Owner example 1165,type 2
Client example 1166,,,,83,"5,533",example address 1166,Tier 4,Moderate,Extreme Growth (50+),,"6,815",42.7830303,-84.6640135,Owner example 1166,type 2
Client example 1167,,,,106,,example address 1167,,,,,,43.2915955,-84.6535765,Owner example 1167,type 2
Client example 1168,,,,83,480,example address 1168,,,No Sales,,,39.356683,-84.640976,Owner example 1168,type 2
Client example 1169,,,,83,"4,187",example address 1169,Tier 4,Moderate,Major Loss (-49 to -20),"2,598","1,599",39.7317957,-84.6328159,Owner example 1169,type 2
Client example 1170,,,,,,example address 1170,,,,,,39.153466,-84.624855,Owner example 1170,type 2
Client example 1171,,,,,"5,895",example address 1171,Tier 4,,Moderate Loss (-19 to -5),"3,854","3,260",39.1807665,-84.6197655,Owner example 1171,type 1
Client example 1172,,,,,,example address 1172,,,,,,44.3179519,-84.6160964,Owner example 1172,type 2
Client example 1173,,,,,,example address 1173,,,,,,39.2885573,-84.611055,Owner example 1173,type 2
Client example 1174,,,,,,example address 1174,,,,,,37.3271606,-84.5941104,Owner example 1174,type 2
Client example 1175,,,,,"1,667",example address 1175,Tier 4,,Extreme Loss (-50+),"1,625",,38.1668679,-84.5862871,Owner example 1175,type 2
Client example 1176,,,,,"7,294",example address 1176,Tier 4,,Extreme Loss (-50+),"5,113","2,337",38.6491904,-84.5753407,Owner example 1176,type 1
Client example 1177,,,,,392,example address 1177,,High,No Growth (-4 to 4),350,350,41.5472118,-84.5740772,Owner example 1177,type 2
Client example 1178,,,,83,232,example address 1178,,High,Extreme Growth (50+),150,226,38.1976106,-84.5627554,Owner example 1178,type 2
Client example 1179,,,,,"22,837",example address 1179,Tier 3,,Extreme Growth (50+),"8,155","12,567",37.8618017,-84.5615262,Owner example 1179,type 1
Client example 1180,,,,,,example address 1180,,Moderate,Extreme Growth (50+),,285,38.2097967,-84.5588311,Owner example 1180,type 2
Client example 1181,,,,,,example address 1181,,,,,,39.3365653,-84.5582617,Owner example 1181,type 2
Client example 1182,,,,,"60,950",example address 1182,Tier 2,,Major Growth (20 to 49),"27,156","37,968",39.158308,-84.545141,Owner example 1182,type 1
Client example 1183,,,,,"23,406",example address 1183,Tier 3,,Moderate Growth (5 to 19),"10,420","12,129",39.3939464,-84.5375164,Owner example 1183,type 1
Client example 1184,,,,,"156,764",example address 1184,Tier 1,,No Growth (-4 to 4),"82,755","85,712",38.0584127,-84.5365532,Owner example 1184,type 1
Client example 1185,,,,,"6,177",example address 1185,Tier 4,,No Growth (-4 to 4),"3,417","3,397",38.0584127,-84.5365532,Owner example 1185,type 1
Client example 1186,,,,,"10,496",example address 1186,Tier 3,,Moderate Growth (5 to 19),"22,531","23,913",38.0277547,-84.5345309,Owner example 1186,type 1
Client example 1187,,,,,"27,283",example address 1187,Tier 3,,Moderate Growth (5 to 19),"11,135","11,860",39.1287648,-84.5342753,Owner example 1187,type 1
Client example 1188,,,,70,,example address 1188,,,,,,39.1287648,-84.5342753,Owner example 1188,type 2
Client example 1189,,,,,"36,298",example address 1189,Tier 3,,Moderate Loss (-19 to -5),"18,516","17,192",39.0026286,-84.5334819,Owner example 1189,type 1
Client example 1190,,,,83,232,example address 1190,,,Extreme Loss (-50+),190,,42.7182925,-84.5320485,Owner example 1190,type 2
Client example 1191,,,,303,104,example address 1191,,High,Extreme Growth (50+),62,140,39.0390329,-84.5277181,Owner example 1191,type 2
Client example 1192,,,,83,545,example address 1192,,High,Moderate Growth (5 to 19),243,260,41.8698972,-84.5146,Owner example 1192,type 2
Client example 1193,,,,,,example address 1193,,,,,,44.6669348,-84.5122701,Owner example 1193,type 2
Client example 1194,,,,,576,example address 1194,,High,Extreme Growth (50+),,490,38.0563153,-84.5025752,Owner example 1194,type 2
Client example 1195,,,,,,example address 1195,,,Extreme Growth (50+),,490,38.0563153,-84.5025752,Owner example 1195,type 1
Client example 1196,,,,,,example address 1196,,,,,,39.087873,-84.468939,Owner example 1196,type 2
Client example 1197,,,,,,example address 1197,,,,,,39.2898628,-84.4687423,Owner example 1197,type 2
Client example 1198,,,,220,,example address 1198,,High,Extreme Growth (50+),,31,38.0427907,-84.4632884,Owner example 1198,type 2
Client example 1199,,,,,"33,831",example address 1199,Tier 3,,Moderate Loss (-19 to -5),"15,783","13,149",39.2274695,-84.4603052,Owner example 1199,type 1
Client example 1200,,,,83,534,example address 1200,,,No Sales,,,45.4449312,-84.4599942,Owner example 1200,type 2
Client example 1201,,,,2934,"1,687",example address 1201,Tier 4,Moderate,Extreme Growth (50+),350,"4,119",42.2263186,-84.458819,Owner example 1201,type 2
Client example 1202,,,,490,271,example address 1202,,High,Extreme Growth (50+),209,939,42.592254,-84.4565297,Owner example 1202,type 2
Client example 1203,,,,,,example address 1203,,,,,,39.0339527,-84.4520881,Owner example 1203,type 2
Client example 1204,,,,629,"1,111",example address 1204,Tier 4,High,Extreme Loss (-50+),"1,039",30,39.0634845,-84.4482389,Owner example 1204,type 2
Client example 1205,,,,83,207,example address 1205,,,Extreme Loss (-50+),165,,41.339583,-84.439725,Owner example 1205,type 2
Client example 1206,,,,,291,example address 1206,,,Extreme Loss (-50+),249,,38.0220213,-84.4180052,Owner example 1206,type 1
Client example 1207,,,,,,example address 1207,,High,Extreme Growth (50+),,55,39.2773617,-84.4107378,Owner example 1207,type 2
Client example 1208,,,,4814,"7,524",example address 1208,Tier 4,Low,Moderate Growth (5 to 19),"2,904","3,222",41.231887,-84.4098595,Owner example 1208,type 2
Client example 1209,,,,407,,example address 1209,,,,,,39.1426544,-84.406473,Owner example 1209,type 2
Client example 1210,,,,83,"2,242",example address 1210,Tier 4,Low,Major Growth (20 to 49),"1,600","2,301",39.1481315,-84.4053245,Owner example 1210,type 2
Client example 1211,,,,83,"2,512",example address 1211,Tier 4,Low,Extreme Growth (50+),"1,338","2,036",38.7326487,-84.4036811,Owner example 1211,type 2
Client example 1212,,,,,340,example address 1212,,,Major Loss (-49 to -20),"13,342","9,024",39.1574604,-84.3967946,Owner example 1212,type 1
Client example 1213,,,,,,example address 1213,,,,,,42.2718616,-84.3899029,Owner example 1213,type 2
Client example 1214,,,,83,"2,040",example address 1214,Tier 4,,Extreme Loss (-50+),999,,39.3989667,-84.3825623,Owner example 1214,type 2
Client example 1215,,,,163,"4,334",example address 1215,Tier 4,Moderate,No Growth (-4 to 4),"2,380","2,438",42.911545,-84.3785005,Owner example 1215,type 2
Client example 1216,,,,,292,example address 1216,,,Extreme Loss (-50+),250,,40.4114936,-84.3776148,Owner example 1216,type 2
Client example 1217,,,,,,example address 1217,,,,,,39.4909276,-84.36895,Owner example 1217,type 2
Client example 1218,,,,,,example address 1218,,,,,,39.4324914,-84.3627327,Owner example 1218,type 2
Client example 1219,,,,,142,example address 1219,,,Extreme Growth (50+),40,77,39.2861576,-84.358872,Owner example 1219,type 1
Client example 1220,,,,,,example address 1220,,,,,,39.2897226,-84.3575732,Owner example 1220,type 2
Client example 1221,,,,,,example address 1221,,,,,,39.41308,-84.335413,Owner example 1221,type 2
Client example 1222,,,,5578,62,example address 1222,,,Extreme Loss (-50+),20,,39.0781516,-84.3232108,Owner example 1222,type 2
Client example 1223,,,,83,"1,141",example address 1223,Tier 4,Moderate,Extreme Growth (50+),300,530,39.0720765,-84.3215391,Owner example 1223,type 2
Client example 1224,,,,83,499,example address 1224,,,No Sales,,,39.0718648,-84.3202498,Owner example 1224,type 2
Client example 1225,,,,,,example address 1225,,,,,,40.7732219,-84.293812,Owner example 1225,type 2
Client example 1226,,,,747,"2,147",example address 1226,Tier 4,Low,Extreme Growth (50+),"1,162","2,815",37.5407067,-84.2827893,Owner example 1226,type 2
Client example 1227,,,,83,"1,905",example address 1227,Tier 4,Low,Extreme Growth (50+),"1,290","2,010",42.403538,-84.282444,Owner example 1227,type 2
Client example 1228,,,,11,,example address 1228,,,,,,43.657957,-84.2763365,Owner example 1228,type 2
Client example 1229,,,,1118,"4,038",example address 1229,Tier 4,Moderate,Extreme Growth (50+),"1,998","2,997",37.6358863,-84.2745016,Owner example 1229,type 2
Client example 1230,,,,,"16,155",example address 1230,Tier 3,,Major Growth (20 to 49),"8,071","10,387",38.219751,-84.2451459,Owner example 1230,type 1
Client example 1231,,,,,,example address 1231,,,,,,39.0456556,-84.2442289,Owner example 1231,type 2
Client example 1232,,,,,"9,745",example address 1232,Tier 4,,Moderate Loss (-19 to -5),"4,376","3,933",39.7327309,-84.2248744,Owner example 1232,type 1
Client example 1233,,,,664,,example address 1233,,,,,,39.0424792,-84.2202657,Owner example 1233,type 2
Client example 1234,,,,,"2,725",example address 1234,Tier 4,,Extreme Growth (50+),817,"4,198",39.0758648,-84.2196388,Owner example 1234,type 1
Client example 1235,,,,83,"3,421",example address 1235,Tier 4,Moderate,Moderate Loss (-19 to -5),"1,229","1,155",42.9363217,-84.2182461,Owner example 1235,type 2
Client example 1236,,,,83,"1,514",example address 1236,Tier 4,Low,No Growth (-4 to 4),602,619,39.4271321,-84.2049829,Owner example 1236,type 2
Client example 1237,,,,,"26,901",example address 1237,Tier 3,,Major Growth (20 to 49),"12,793","15,948",39.4199028,-84.2008496,Owner example 1237,type 1
Client example 1238,,,,,,example address 1238,,,,,,40.5682163,-84.1966682,Owner example 1238,type 2
Client example 1239,,,,83,62,example address 1239,,,No Sales,,,39.0174846,-84.189835,Owner example 1239,type 2
Client example 1240,,,,83,"3,676",example address 1240,Tier 4,High,Major Loss (-49 to -20),"1,727","1,203",39.09535,-84.18676,Owner example 1240,type 2
Client example 1241,,,,,"12,250",example address 1241,Tier 3,,Major Growth (20 to 49),"6,844","8,774",39.09535,-84.18676,Owner example 1241,type 1
Client example 1242,,,,,,example address 1242,,,,,,38.986727,-84.184145,Owner example 1242,type 2
Client example 1243,,,,,"37,932",example address 1243,Tier 3,,Moderate Loss (-19 to -5),"21,477","19,600",39.8409544,-84.1813571,Owner example 1243,type 1
Client example 1244,,,,83,"17,310",example address 1244,Tier 3,Low,Moderate Loss (-19 to -5),"13,627","12,103",45.0070939,-84.1737546,Owner example 1244,type 2
Client example 1245,,,,583,"3,484",example address 1245,Tier 4,High,Extreme Growth (50+),677,"1,541",43.6270857,-84.1731459,Owner example 1245,type 2
Client example 1246,,,,,"1,669",example address 1246,Tier 4,,Extreme Loss (-50+),"1,103",174,40.775655,-84.171282,Owner example 1246,type 1
Client example 1247,,,,,,example address 1247,,,,,,43.0001296,-84.1711269,Owner example 1247,type 2
Client example 1248,,,,83,322,example address 1248,,,Extreme Loss (-50+),140,,38.2815659,-84.1630915,Owner example 1248,type 2
Client example 1249,,,,83,238,example address 1249,,High,Extreme Growth (50+),66,463,40.2710617,-84.1518131,Owner example 1249,type 2
Client example 1250,,,,,"1,285",example address 1250,Tier 4,,Extreme Growth (50+),227,"4,088",39.7094282,-84.1426032,Owner example 1250,type 1
Client example 1251,,,,,"3,358",example address 1251,Tier 4,Low,Extreme Growth (50+),"1,317","3,145",44.2955097,-84.1257171,Owner example 1251,type 2
Client example 1252,,,,215,542,example address 1252,,,No Sales,,,39.200995,-84.125181,Owner example 1252,type 2
Client example 1253,,,,,"19,920",example address 1253,Tier 3,,Major Loss (-49 to -20),"15,201","11,132",37.9756168,-84.1035853,Owner example 1253,type 1
Client example 1254,,,,103,707,example address 1254,,High,Extreme Loss (-50+),215,20,39.298254,-84.0888,Owner example 1254,type 2
Client example 1255,,,,,"19,595",example address 1255,Tier 3,,Moderate Growth (5 to 19),"9,791","11,102",39.1414809,-84.0870855,Owner example 1255,type 1
Client example 1256,,,,,"63,026",example address 1256,Tier 2,,No Growth (-4 to 4),"35,025","35,209",39.8137298,-84.0537448,Owner example 1256,type 1
Client example 1257,,,,,,example address 1257,,,,,,39.7976809,-84.0179197,Owner example 1257,type 2
Client example 1258,,,,,62,example address 1258,,,No Sales,,,39.63524,-84.017347,Owner example 1258,type 2
Client example 1259,,,,488,97,example address 1259,,,Extreme Loss (-50+),55,,43.7344853,-84.0158711,Owner example 1259,type 2
Client example 1260,,,,83,"2,474",example address 1260,Tier 4,Moderate,Major Growth (20 to 49),402,573,39.679451,-84.0117458,Owner example 1260,type 2
Client example 1261,,,,20,,example address 1261,,,,,,43.4066885,-83.9901122,Owner example 1261,type 2
Client example 1262,,,,,"3,586",example address 1262,Tier 4,Moderate,Moderate Growth (5 to 19),"1,620","1,722",37.7003351,-83.9748809,Owner example 1262,type 2
Client example 1263,,,,20,,example address 1263,,,,,,38.4465503,-83.972023,Owner example 1263,type 2
Client example 1264,,,,83,"2,648",example address 1264,Tier 4,Low,Extreme Growth (50+),589,"2,297",42.5631822,-83.9681781,Owner example 1264,type 2
Client example 1265,,,,,"9,190",example address 1265,Tier 4,,Moderate Growth (5 to 19),"3,586","4,263",39.6933602,-83.9632273,Owner example 1265,type 1
Client example 1266,,,,83,392,example address 1266,,,No Sales,,,42.612366,-83.954053,Owner example 1266,type 2
Client example 1267,,,,,,example address 1267,,High,Extreme Growth (50+),,280,38.0560116,-83.9453046,Owner example 1267,type 2
Client example 1268,,,,83,"21,395",example address 1268,Tier 3,Low,Extreme Growth (50+),"7,310","15,386",40.101356,-83.945015,Owner example 1268,type 2
Client example 1269,,,,350,,example address 1269,,Moderate,Extreme Growth (50+),,350,42.2026055,-83.9421528,Owner example 1269,type 2
Client example 1270,,,,583,182,example address 1270,,,Extreme Loss (-50+),140,,41.3971542,-83.941036,Owner example 1270,type 2
Client example 1271,,,,,"62,068",example address 1271,Tier 2,,No Growth (-4 to 4),"31,394","31,550",39.6867107,-83.9404983,Owner example 1271,type 1
Client example 1272,,,,,,example address 1272,,,,,,39.6847822,-83.9296526,Owner example 1272,type 2
Client example 1273,,,,,,example address 1273,,,,,,43.9750304,-83.9280795,Owner example 1273,type 2
Client example 1274,,,,,,example address 1274,,,,,,40.892669,-83.8887536,Owner example 1274,type 2
Client example 1275,,,,,62,example address 1275,,High,Extreme Growth (50+),20,32,38.8776196,-83.8885335,Owner example 1275,type 2
Client example 1276,,,,138,424,example address 1276,,High,Major Loss (-49 to -20),202,120,42.6288581,-83.8805687,Owner example 1276,type 2
Client example 1277,,,,500,,example address 1277,,,,,,37.8421162,-83.8637486,Owner example 1277,type 2
Client example 1278,,,,,,example address 1278,,,,,,42.968403,-83.8508846,Owner example 1278,type 2
Client example 1279,,,,458,"2,977",example address 1279,Tier 4,Low,Moderate Growth (5 to 19),"2,075","2,275",39.39618,-83.849532,Owner example 1279,type 2
Client example 1280,,,,,122,example address 1280,,,Extreme Growth (50+),80,666,39.925508,-83.842786,Owner example 1280,type 1
Client example 1281,,,,,"20,690",example address 1281,Tier 3,,Major Growth (20 to 49),"11,735","15,504",42.5651993,-83.8352457,Owner example 1281,type 1
Client example 1282,,,,,,example address 1282,,,,,,39.4423429,-83.8065487,Owner example 1282,type 2
Client example 1283,,,,83,690,example address 1283,,High,Extreme Loss (-50+),418,209,38.9342745,-83.7857551,Owner example 1283,type 2
Client example 1284,,,,83,"4,614",example address 1284,Tier 4,High,Extreme Loss (-50+),"2,484",297,43.0458012,-83.7662351,Owner example 1284,type 2
Client example 1285,,,,,,example address 1285,,,,,,38.6469993,-83.7661593,Owner example 1285,type 2
Client example 1286,,,,375,,example address 1286,,,,,,40.3617789,-83.7601234,Owner example 1286,type 2
Client example 1287,,,,,,example address 1287,,,,,,39.121346,-83.748189,Owner example 1287,type 2
Client example 1288,,,,408,"7,606",example address 1288,Tier 4,Moderate,Extreme Loss (-50+),"5,163","2,027",42.8274827,-83.7004631,Owner example 1288,type 2
Client example 1289,,,,317,,example address 1289,,,,,,40.1093326,-83.6966034,Owner example 1289,type 2
Client example 1290,,,,,,example address 1290,,,,,,38.868077,-83.682598,Owner example 1290,type 2
Client example 1291,,,,,742,example address 1291,,,Extreme Loss (-50+),350,,44.2774102,-83.6809171,Owner example 1291,type 2
Client example 1292,,,,,"31,102",example address 1292,Tier 3,,Extreme Growth (50+),"12,852","24,320",41.583794,-83.6783481,Owner example 1292,type 1
Client example 1293,,,,,,example address 1293,,,,,,41.7078405,-83.6717017,Owner example 1293,type 2
Client example 1294,,,,171,216,example address 1294,,High,Moderate Loss (-19 to -5),174,143,41.6391311,-83.6670134,Owner example 1294,type 2
Client example 1295,,,,83,"1,500",example address 1295,Tier 4,Moderate,Extreme Growth (50+),,"1,549",41.6376149,-83.6669072,Owner example 1295,type 2
Client example 1296,,,,,"8,623",example address 1296,Tier 4,,Major Loss (-49 to -20),"4,566","2,900",41.3962301,-83.6615646,Owner example 1296,type 1
Client example 1297,,,,,"16,077",example address 1297,Tier 3,Low,Extreme Growth (50+),"3,170","13,825",42.9733647,-83.652921,Owner example 1297,type 2
Client example 1298,,,,,,example address 1298,,,,,,41.0872762,-83.6434388,Owner example 1298,type 2
Client example 1299,,,,,"17,937",example address 1299,Tier 3,,Moderate Growth (5 to 19),"9,315","10,595",40.067346,-83.625009,Owner example 1299,type 1
Client example 1300,,,,83,"1,696",example address 1300,Tier 4,Moderate,Major Growth (20 to 49),984,"1,277",41.6279718,-83.6246583,Owner example 1300,type 2
Client example 1301,,,,83,214,example address 1301,,,Extreme Loss (-50+),172,,43.0226318,-83.6218104,Owner example 1301,type 2
Client example 1302,,,,,"17,451",example address 1302,Tier 3,,No Growth (-4 to 4),"8,858","8,490",41.7192479,-83.6200851,Owner example 1302,type 1
Client example 1303,,,,83,"4,375",example address 1303,Tier 4,Moderate,Moderate Growth (5 to 19),"1,934","2,109",41.0663154,-83.6030364,Owner example 1303,type 2
Client example 1304,,,,670,82,example address 1304,,High,Extreme Growth (50+),20,31,43.2227473,-83.581515,Owner example 1304,type 2
Client example 1305,,,,,,example address 1305,,,,,,43.075119,-83.576253,Owner example 1305,type 2
Client example 1306,,,,83,860,example address 1306,,High,Major Loss (-49 to -20),572,615,38.7872618,-83.564301,Owner example 1306,type 2
Client example 1307,,,,,,example address 1307,,,,,,38.165966,-83.5560815,Owner example 1307,type 2
Client example 1308,,,,,,example address 1308,,,,,,43.208813,-83.551445,Owner example 1308,type 2
Client example 1309,,,,,"1,239",example address 1309,Tier 4,Moderate,No Growth (-4 to 4),"1,197","1,213",39.1833081,-83.5503824,Owner example 1309,type 2
Client example 1310,,,,,"23,075",example address 1310,Tier 3,,Major Loss (-49 to -20),"13,352","10,427",41.6425963,-83.5473673,Owner example 1310,type 1
Client example 1311,,,,83,"2,707",example address 1311,Tier 4,High,Extreme Loss (-50+),"2,083",212,42.0998361,-83.5388693,Owner example 1311,type 2
Client example 1312,,,,,542,example address 1312,,,No Sales,,,39.967113,-83.51441,Owner example 1312,type 2
Client example 1313,,,,,,example address 1313,,,,,,42.5422006,-83.5087279,Owner example 1313,type 2
Client example 1314,,,,,,example address 1314,,,,,,41.6235504,-83.5037922,Owner example 1314,type 2
Client example 1315,,,,6096,"1,392",example address 1315,Tier 4,,No Sales,,,43.0275573,-83.4988144,Owner example 1315,type 2
Client example 1316,,,,,62,example address 1316,,,Extreme Loss (-50+),20,,42.648212,-83.475527,Owner example 1316,type 2
Client example 1317,,,,,435,example address 1317,,,Extreme Loss (-50+),393,,41.9266855,-83.4626342,Owner example 1317,type 2
Client example 1318,,,,,647,example address 1318,,High,Extreme Growth (50+),,113,45.0913274,-83.4418159,Owner example 1318,type 2
Client example 1319,,,,86,,example address 1319,,,,,,42.6158097,-83.4348634,Owner example 1319,type 2
Client example 1320,,,,,429,example address 1320,,,Extreme Loss (-50+),157,,42.861283,-83.42813,Owner example 1320,type 2
Client example 1321,,,,515,,example address 1321,,,,,,38.1420514,-83.4197214,Owner example 1321,type 2
Client example 1322,,,,83,"7,094",example address 1322,Tier 4,Moderate,Extreme Loss (-50+),"5,208","1,995",41.9336744,-83.4099406,Owner example 1322,type 2
Client example 1323,,,,,"19,886",example address 1323,Tier 3,,Extreme Growth (50+),"7,200","13,237",42.3156748,-83.4065429,Owner example 1323,type 1
Client example 1324,,,,,"10,404",example address 1324,Tier 3,,Major Loss (-49 to -20),"5,833","3,026",42.3156748,-83.4065429,Owner example 1324,type 1
Client example 1325,,,,,,example address 1325,,,,,,40.2348137,-83.370007,Owner example 1325,type 2
Client example 1326,,,,,"6,166",example address 1326,Tier 4,,Extreme Growth (50+),270,893,40.263283,-83.3578715,Owner example 1326,type 1
Client example 1327,,,,,226,example address 1327,,,Extreme Loss (-50+),184,,38.5903691,-83.3505196,Owner example 1327,type 2
Client example 1328,,,,,380,example address 1328,,High,Extreme Growth (50+),,271,43.0514641,-83.3326381,Owner example 1328,type 2
Client example 1329,,,,,,example address 1329,,,,,,42.5380705,-83.3267071,Owner example 1329,type 2
Client example 1330,,,,5123,"1,387",example address 1330,Tier 4,Low,No Growth (-4 to 4),995,997,42.777383,-83.326284,Owner example 1330,type 2
Client example 1331,,,,,"65,181",example address 1331,Tier 2,,Extreme Loss (-50+),"51,078","24,009",42.3987512,-83.325465,Owner example 1331,type 1
Client example 1332,,,,,"39,161",example address 1332,Tier 3,,Moderate Growth (5 to 19),"19,106","21,064",40.8332333,-83.2940145,Owner example 1332,type 1
Client example 1333,,,,83,410,example address 1333,,,Extreme Loss (-50+),368,,37.1424712,-83.2918744,Owner example 1333,type 2
Client example 1334,,,,,"9,156",example address 1334,Tier 4,,No Growth (-4 to 4),"4,838","4,728",42.5110865,-83.2822077,Owner example 1334,type 1
Client example 1335,,,,,,example address 1335,,,,,,42.5959031,-83.2821291,Owner example 1335,type 2
Client example 1336,,,,,,example address 1336,,,,,,42.4279291,-83.2803288,Owner example 1336,type 2
Client example 1337,,,,1949,"6,295",example address 1337,Tier 4,Low,Moderate Growth (5 to 19),"2,755","3,148",42.6476745,-83.2696253,Owner example 1337,type 2
Client example 1338,,,,917,633,example address 1338,,High,Moderate Growth (5 to 19),130,140,42.1499096,-83.2632839,Owner example 1338,type 2
Client example 1339,,,,,"18,174",example address 1339,Tier 3,,Major Growth (20 to 49),"8,056","9,690",39.970846,-83.260182,Owner example 1339,type 1
Client example 1340,,,,,792,example address 1340,,,No Sales,,,41.1955948,-83.2399061,Owner example 1340,type 2
Client example 1341,,,,83,82,example address 1341,,,No Sales,,,42.0924316,-83.2395303,Owner example 1341,type 2
Client example 1342,,,,,387,example address 1342,,High,Extreme Loss (-50+),281,22,40.1263819,-83.2354189,Owner example 1342,type 2
Client example 1343,,,,,638,example address 1343,,,No Sales,,,42.5172662,-83.2283182,Owner example 1343,type 2
Client example 1344,,,,1866,,example address 1344,,,,,,40.176946,-83.21388,Owner example 1344,type 2
Client example 1345,,,,834,,example address 1345,,,,,,42.2034019,-83.2095147,Owner example 1345,type 2
Client example 1346,,,,,"13,009",example address 1346,Tier 3,,Extreme Growth (50+),"5,918","9,559",42.6357186,-83.2038728,Owner example 1346,type 1
Client example 1347,,,,,122,example address 1347,,,Major Loss (-49 to -20),"29,640","23,467",42.6357186,-83.2038728,Owner example 1347,type 1
Client example 1348,,,,,"13,217",example address 1348,Tier 3,,Major Growth (20 to 49),"6,177","7,461",42.6357186,-83.2038728,Owner example 1348,type 1
Client example 1349,,,,821,"1,224",example address 1349,Tier 4,High,Moderate Loss (-19 to -5),350,297,42.2953752,-83.1813543,Owner example 1349,type 2
Client example 1350,,,,,,example address 1350,,,,,,43.7678708,-83.181138,Owner example 1350,type 2
Client example 1351,,,,101,"1,275",example address 1351,Tier 4,Moderate,Extreme Growth (50+),473,770,42.516692,-83.180014,Owner example 1351,type 2
Client example 1352,,,,,"24,721",example address 1352,Tier 3,,Extreme Growth (50+),"9,035","18,136",40.01616,-83.1756188,Owner example 1352,type 1
Client example 1353,,,,,,example address 1353,,High,Extreme Growth (50+),,16,41.0838573,-83.1523393,Owner example 1353,type 2
Client example 1354,,,,,,example address 1354,,,,,,41.0791097,-83.1522097,Owner example 1354,type 2
Client example 1355,,,,,514,example address 1355,,,Extreme Loss (-50+),472,,42.6060406,-83.1506196,Owner example 1355,type 2
Client example 1356,,,,83,616,example address 1356,,,Extreme Loss (-50+),359,,41.3316023,-83.1452584,Owner example 1356,type 2
Client example 1357,,,,,,example address 1357,,,,,,42.4055748,-83.1407136,Owner example 1357,type 2
Client example 1358,,,,18,,example address 1358,,,,,,40.115674,-83.1327332,Owner example 1358,type 2
Client example 1359,,,,,,example address 1359,,,,,,42.3313925,-83.1312459,Owner example 1359,type 2
Client example 1360,,,,,"2,570",example address 1360,Tier 4,,Extreme Growth (50+),"1,624","5,334",40.014739,-83.1152191,Owner example 1360,type 1
Client example 1361,,,,,,example address 1361,,,,,,40.1189858,-83.1010325,Owner example 1361,type 2
Client example 1362,,,,132,,example address 1362,,,,,,42.5021765,-83.0923975,Owner example 1362,type 2
Client example 1363,,,,,"18,230",example address 1363,Tier 3,,No Growth (-4 to 4),"7,473","7,697",40.0936348,-83.0896497,Owner example 1363,type 1
Client example 1364,,,,83,936,example address 1364,,High,Extreme Loss (-50+),632,297,41.3659619,-83.0890722,Owner example 1364,type 2
Client example 1365,,,,1833,"2,458",example address 1365,Tier 4,Low,Moderate Growth (5 to 19),"2,018","2,195",40.112085,-83.086444,Owner example 1365,type 2
Client example 1366,,,,,"49,552",example address 1366,Tier 3,,Extreme Growth (50+),,"3,837",42.3627307,-83.0849975,Owner example 1366,type 1
Client example 1367,,,,167,,example address 1367,,,,,,40.1596427,-83.0825199,Owner example 1367,type 2
Client example 1368,,,,,,example address 1368,,Moderate,Extreme Growth (50+),,"2,363",40.545706,-83.07632,Owner example 1368,type 2
Client example 1369,,,,,,example address 1369,,,,,,40.5452012,-83.0760257,Owner example 1369,type 2
Client example 1370,,,,,"3,207",example address 1370,Tier 4,,Moderate Growth (5 to 19),804,854,42.3761229,-83.0620534,Owner example 1370,type 1
Client example 1371,,,,,"19,038",example address 1371,Tier 3,,Major Growth (20 to 49),"7,217","10,521",42.3785491,-83.0620134,Owner example 1371,type 1
Client example 1372,,,,4459,"1,167",example address 1372,Tier 4,Moderate,Major Growth (20 to 49),625,875,40.062411,-83.046842,Owner example 1372,type 2
Client example 1373,,,,83,542,example address 1373,,,Extreme Loss (-50+),500,,39.9826396,-83.0415078,Owner example 1373,type 2
Client example 1374,,,,,735,example address 1374,,,Extreme Growth (50+),354,771,40.0024084,-83.0338885,Owner example 1374,type 1
Client example 1375,,,,,312,example address 1375,,,No Growth (-4 to 4),"1,149","1,099",40.0068363,-83.0306222,Owner example 1375,type 1
Client example 1376,,,,,"35,881",example address 1376,Tier 3,,Moderate Growth (5 to 19),"17,537","20,337",40.00094,-83.027618,Owner example 1376,type 1
Client example 1377,,,,,"33,435",example address 1377,Tier 3,,No Growth (-4 to 4),"2,179","2,211",40.00094,-83.027618,Owner example 1377,type 1
Client example 1378,,,,,162,example address 1378,,,Major Loss (-49 to -20),60,40,40.0000752,-83.0257189,Owner example 1378,type 1
